Date,Open,High,Low,Close,Adj Close,Volume
27/12/2017,1284,1287,1284,1287,1287,456
28/12/2017,1288.199951,1294.099976,1288.199951,1294.099976,1294.099976,245
29/12/2017,1294.199951,1306.300049,1294,1306.300049,1306.300049,65
02/01/2018,1302.300049,1317.599976,1302.300049,1313.699951,1313.699951,68
03/01/2018,1320,1320.099976,1312.099976,1316.199951,1316.199951,42
04/01/2018,1319.400024,1322,1319.400024,1319.400024,1319.400024,2
05/01/2018,1320.300049,1320.300049,1320.300049,1320.300049,1320.300049,1
08/01/2018,1319.900024,1319.900024,1314.599976,1318.599976,1318.599976,41
09/01/2018,1309.599976,1311.699951,1309.599976,1311.699951,1311.699951,16
10/01/2018,1320.300049,1320.699951,1315.300049,1317.400024,1317.400024,70
11/01/2018,1317.099976,1320.599976,1316.300049,1320.599976,1320.599976,9
12/01/2018,1327.800049,1338.199951,1327.800049,1333.400024,1333.400024,14
16/01/2018,1331.099976,1335.400024,1331,1335.400024,1335.400024,13
17/01/2018,1334.400024,1338,1326.800049,1338,1338,27
18/01/2018,1328.900024,1328.900024,1326,1326,1326,211
19/01/2018,1330.099976,1333,1330.099976,1331.900024,1331.900024,50
22/01/2018,1328.400024,1330.900024,1328.400024,1330.900024,1330.900024,162
23/01/2018,1335.800049,1335.900024,1335.699951,1335.699951,1335.699951,47
24/01/2018,1355.900024,1357.199951,1355.900024,1355.900024,1355.900024,18
25/01/2018,1356.300049,1362.400024,1346.699951,1362.400024,1362.400024,4
26/01/2018,1351.599976,1352,1350.900024,1351.599976,1351.599976,280546
30/01/2018,1338.699951,1347.800049,1332.800049,1335.400024,1335.400024,52100
31/01/2018,1337.5,1346.900024,1331.800049,1339,1339,4881
01/02/2018,1343.800049,1350.599976,1336.800049,1344.300049,1344.300049,1680
02/02/2018,1348.5,1352.099976,1327.699951,1333.699951,1333.699951,2841
05/02/2018,1331.099976,1340.199951,1329,1333,1333,641
06/02/2018,1338.199951,1343.699951,1319.5,1326.099976,1326.099976,529
07/02/2018,1325.400024,1331.099976,1310.5,1311.599976,1311.599976,491
08/02/2018,1317.099976,1321.099976,1307,1316.900024,1316.900024,459
09/02/2018,1320.900024,1322,1311.900024,1313.099976,1313.099976,451
12/02/2018,1323.800049,1325.5,1318,1324.199951,1324.199951,140
13/02/2018,1324.5,1329.599976,1323.400024,1328.099976,1328.099976,71
14/02/2018,1332.800049,1355.5,1324,1355.5,1355.5,400
15/02/2018,1352,1355.900024,1349.699951,1352.099976,1352.099976,111
16/02/2018,1354,1361.400024,1344.900024,1353.199951,1353.199951,110
20/02/2018,1348.400024,1350.199951,1328.5,1328.800049,1328.800049,283
21/02/2018,1326.800049,1331.5,1324.400024,1330,1330,119
22/02/2018,1322,1331.400024,1322,1330.599976,1330.599976,70
23/02/2018,1328,1332.099976,1327.699951,1328.199951,1328.199951,427
26/02/2018,1335,1340.5,1330.699951,1330.699951,1330.699951,652
27/02/2018,1331.699951,1332.599976,1312.699951,1315.5,1315.5,710
28/02/2018,1315.400024,1321,1315.400024,1315.5,1315.5,58
01/03/2018,1310.400024,1318.099976,1301.800049,1302.900024,1302.900024,43
02/03/2018,1314.300049,1323.199951,1314.300049,1321.099976,1321.099976,155
05/03/2018,1323.5,1325.900024,1318.099976,1318.099976,1318.099976,18
06/03/2018,1321.599976,1333.599976,1321.400024,1333.599976,1333.599976,18
07/03/2018,1338.099976,1338.099976,1326,1326,1326,27
08/03/2018,1324.800049,1326.800049,1319.300049,1319.900024,1319.900024,62
09/03/2018,1316.800049,1322.400024,1313,1322.400024,1322.400024,88
12/03/2018,1319.400024,1319.400024,1319.400024,1319.400024,1319.400024,0
13/03/2018,1325.900024,1325.900024,1325.300049,1325.900024,1325.900024,13
14/03/2018,1322.199951,1324.400024,1322.199951,1324.400024,1324.400024,19
15/03/2018,1316.800049,1316.800049,1316.800049,1316.800049,1316.800049,0
16/03/2018,1310.099976,1311.300049,1310.099976,1311.300049,1311.300049,34
19/03/2018,1309.400024,1316.900024,1307.300049,1316.800049,1316.800049,6
20/03/2018,1311.099976,1311.099976,1311.099976,1311.099976,1311.099976,4
21/03/2018,1312.400024,1328.800049,1312.400024,1320.699951,1320.699951,34
22/03/2018,1326.599976,1326.599976,1326.599976,1326.599976,1326.599976,0
23/03/2018,1343.199951,1349.300049,1343.199951,1349.300049,1349.300049,8
26/03/2018,1348.5,1354.400024,1345.099976,1354.400024,1354.400024,10
27/03/2018,1341,1341.300049,1341,1341.300049,1341.300049,290889
28/03/2018,1345,1346.400024,1322.400024,1324.199951,1324.199951,59284
29/03/2018,1324,1327.099976,1321.699951,1322.800049,1322.800049,5585
02/04/2018,1327,1344.199951,1324.699951,1342.099976,1342.099976,649
03/04/2018,1340.400024,1341.5,1328.5,1332.800049,1332.800049,702
04/04/2018,1331.800049,1347.300049,1331.599976,1335.800049,1335.800049,718
05/04/2018,1333.5,1333.699951,1322.599976,1324.300049,1324.300049,258
06/04/2018,1326.5,1333,1319,1331.900024,1331.900024,348
09/04/2018,1333,1337.5,1327,1336.300049,1336.300049,290
10/04/2018,1335.199951,1342,1333,1342,1342,105
11/04/2018,1340.099976,1365.400024,1340.099976,1356.5,1356.5,118
12/04/2018,1351.199951,1351.5,1334.599976,1338.400024,1338.400024,34
13/04/2018,1335.900024,1346,1335.900024,1344.800049,1344.800049,67
16/04/2018,1341,1348.800049,1341,1347.5,1347.5,60
17/04/2018,1348,1348.099976,1339,1347.199951,1347.199951,409
18/04/2018,1343.5,1354.199951,1343.5,1351.199951,1351.199951,45
19/04/2018,1348.599976,1355.199951,1341.599976,1346.800049,1346.800049,387
20/04/2018,1342.5,1343.400024,1335.300049,1336.699951,1336.699951,310
23/04/2018,1334,1334.400024,1322.5,1322.5,1322.5,68
24/04/2018,1326.400024,1331.699951,1326.199951,1331.400024,1331.400024,28
25/04/2018,1324,1325,1320,1321.199951,1321.199951,278
26/04/2018,1315.699951,1316.300049,1315.699951,1316.300049,1316.300049,569
27/04/2018,1315.300049,1321.699951,1312.800049,1320.300049,1320.300049,622
30/04/2018,1309.599976,1316.199951,1309.599976,1316.199951,1316.199951,49
01/05/2018,1313.199951,1313.800049,1303.400024,1303.800049,1303.800049,28
02/05/2018,1309,1309.300049,1302.599976,1302.599976,1302.599976,23
03/05/2018,1310.699951,1310.699951,1310.699951,1310.699951,1310.699951,4
04/05/2018,1312.699951,1312.699951,1312.699951,1312.699951,1312.699951,0
07/05/2018,1310.599976,1312.5,1310.199951,1312.199951,1312.199951,4
08/05/2018,1310.099976,1312,1308.5,1312,1312,337
09/05/2018,1311.300049,1311.300049,1311.300049,1311.300049,1311.300049,70
10/05/2018,1312.199951,1320.800049,1312.199951,1320.800049,1320.800049,8
11/05/2018,1319,1319,1319,1319,1319,3
14/05/2018,1319.900024,1319.900024,1316.5,1316.5,1316.5,4
15/05/2018,1304.599976,1304.699951,1288.900024,1288.900024,1288.900024,8
16/05/2018,1290.900024,1294,1285.400024,1290.199951,1290.199951,26
17/05/2018,1291.300049,1291.300049,1288.199951,1288.199951,1288.199951,2
18/05/2018,1285.199951,1290.199951,1285.199951,1290.199951,1290.199951,2
21/05/2018,1287.400024,1292.099976,1287.400024,1290.199951,1290.199951,52
22/05/2018,1291.699951,1291.699951,1291.699951,1291.699951,1291.699951,50
23/05/2018,1289.300049,1289.300049,1289.300049,1289.300049,1289.300049,10
24/05/2018,1303.699951,1303.699951,1303.699951,1303.699951,1303.699951,0
25/05/2018,1303.300049,1303.300049,1303.300049,1303.300049,1303.300049,1
29/05/2018,1298.699951,1298.699951,1298.699951,1298.699951,1298.699951,386334
30/05/2018,1298,1303.699951,1295.199951,1301.5,1301.5,50845
31/05/2018,1301,1306.800049,1296.599976,1300.099976,1300.099976,4082
01/06/2018,1298.599976,1299.5,1288.900024,1294.800049,1294.800049,663
04/06/2018,1293.900024,1297.099976,1290,1293.099976,1293.099976,144
05/06/2018,1292.099976,1299.800049,1289.900024,1297.5,1297.5,357
06/06/2018,1296.099976,1300.400024,1294.099976,1297.099976,1297.099976,373
07/06/2018,1298.400024,1302.800049,1296.199951,1298.699951,1298.699951,79
08/06/2018,1295.300049,1299.400024,1294.800049,1298.099976,1298.099976,650
11/06/2018,1299.300049,1302,1295.199951,1298.900024,1298.900024,71
12/06/2018,1297.800049,1298.099976,1292.699951,1295.099976,1295.099976,153
13/06/2018,1294,1299.400024,1290.900024,1296.900024,1296.900024,135
14/06/2018,1297.199951,1307.699951,1297.199951,1304,1304,42
15/06/2018,1297.199951,1307.699951,1274,1274.599976,1274.599976,589
18/06/2018,1280.699951,1280.699951,1276.199951,1276.199951,1276.199951,35
19/06/2018,1278.699951,1281.800049,1269.900024,1275.599976,1275.599976,34
20/06/2018,1274.400024,1274.400024,1271.199951,1271.199951,1271.199951,7
21/06/2018,1262.699951,1268.900024,1260,1267.199951,1267.199951,46
22/06/2018,1268.099976,1270.199951,1267,1267.400024,1267.400024,74
25/06/2018,1270.599976,1271.199951,1265.599976,1265.599976,1265.599976,37
26/06/2018,1267.199951,1267.199951,1256.599976,1256.599976,1256.599976,89
27/06/2018,1255.5,1255.5,1252.300049,1252.800049,1252.800049,1162
28/06/2018,1251.699951,1251.699951,1244.800049,1247.800049,1247.800049,378
29/06/2018,1250.300049,1253.300049,1249.099976,1251.300049,1251.300049,48
02/07/2018,1249.900024,1249.900024,1239.800049,1239.800049,1239.800049,29
03/07/2018,1238.099976,1254.099976,1237,1251.599976,1251.599976,36
05/07/2018,1255.5,1257.300049,1253.599976,1257.300049,1257.300049,9
06/07/2018,1255.5,1255.5,1254.300049,1254.300049,1254.300049,7
09/07/2018,1258.199951,1262.300049,1257.699951,1258.099976,1258.099976,37
10/07/2018,1256.199951,1256.900024,1249.300049,1253.800049,1253.800049,65
11/07/2018,1253.199951,1253.199951,1242.800049,1242.800049,1242.800049,30
12/07/2018,1240.900024,1246.699951,1240.900024,1245,1245,7
13/07/2018,1244.699951,1247,1239.599976,1239.599976,1239.599976,2
16/07/2018,1242.699951,1243.800049,1238.099976,1238.099976,1238.099976,2
17/07/2018,1225.699951,1225.699951,1225.699951,1225.699951,1225.699951,0
18/07/2018,1226.699951,1226.699951,1222.199951,1226.300049,1226.300049,67
19/07/2018,1227.199951,1228,1211.699951,1222.400024,1222.400024,33
20/07/2018,1229.5,1229.5,1229.5,1229.5,1229.5,0
23/07/2018,1222,1224,1222,1224,1224,1
24/07/2018,1223.900024,1223.900024,1223.900024,1223.900024,1223.900024,0
25/07/2018,1231.400024,1231.400024,1231.400024,1231.400024,1231.400024,0
26/07/2018,1227.800049,1227.800049,1225.300049,1225.300049,1225.300049,1
27/07/2018,1222.599976,1222.599976,1222.599976,1222.599976,1222.599976,254428
30/07/2018,1222.5,1223.900024,1218.099976,1221.300049,1221.300049,62239
31/07/2018,1220.400024,1228.099976,1213,1223.699951,1223.699951,2722
01/08/2018,1222.900024,1223.699951,1214.400024,1217.900024,1217.900024,1026
02/08/2018,1214.699951,1219.300049,1205.800049,1210.599976,1210.599976,411
03/08/2018,1206.5,1218.599976,1205.099976,1214.199951,1214.199951,784
06/08/2018,1214.400024,1214.400024,1206.599976,1208.599976,1208.599976,297
07/08/2018,1207.800049,1214.800049,1207.800049,1209.599976,1209.599976,715
08/08/2018,1212,1215.199951,1205.900024,1212.599976,1212.599976,209
09/08/2018,1214.5,1215.300049,1211.599976,1211.900024,1211.900024,44
10/08/2018,1212.5,1216.400024,1205.599976,1211.099976,1211.099976,75
13/08/2018,1207,1207.400024,1191.300049,1191.300049,1191.300049,78
14/08/2018,1193.099976,1197.5,1192.800049,1193,1193,92
15/08/2018,1187.800049,1188.099976,1174.599976,1177.5,1177.5,71
16/08/2018,1173.199951,1180.199951,1161.400024,1176.199951,1176.199951,123
17/08/2018,1174.699951,1181.199951,1174.699951,1176.5,1176.5,66
20/08/2018,1184.800049,1190,1184.400024,1186.800049,1186.800049,68
21/08/2018,1189.800049,1192.599976,1189.800049,1192.599976,1192.599976,22
22/08/2018,1194.699951,1196.300049,1194.699951,1196.300049,1196.300049,17
23/08/2018,1189.300049,1190.300049,1184.900024,1187,1187,95
24/08/2018,1185.300049,1208,1185.300049,1206.300049,1206.300049,12
27/08/2018,1210.300049,1211.400024,1205.199951,1209,1209,154
28/08/2018,1209.699951,1217,1202.300049,1207.400024,1207.400024,136
29/08/2018,1205.199951,1205.199951,1202.400024,1204.5,1204.5,817
30/08/2018,1205.400024,1205.599976,1196,1197.699951,1197.699951,493
31/08/2018,1207.099976,1208.199951,1199.099976,1200.300049,1200.300049,191
04/09/2018,1193.800049,1193.800049,1189.900024,1192.699951,1192.699951,26
05/09/2018,1192.5,1196,1192.5,1194.900024,1194.900024,21
06/09/2018,1202,1202,1197.900024,1197.900024,1197.900024,7
07/09/2018,1198.300049,1198.300049,1193.099976,1193.599976,1193.599976,29
10/09/2018,1193,1193,1193,1193,1193,11
11/09/2018,1190.400024,1196.300049,1190.400024,1195.400024,1195.400024,21
12/09/2018,1205,1205,1204.699951,1204.699951,1204.699951,37
13/09/2018,1203.400024,1203.400024,1200,1202,1202,22
14/09/2018,1195,1195,1195,1195,1195,1
17/09/2018,1199.699951,1199.699951,1199.699951,1199.699951,1199.699951,0
18/09/2018,1198.699951,1198.699951,1196.800049,1196.800049,1196.800049,2
19/09/2018,1202.199951,1202.199951,1202.199951,1202.199951,1202.199951,0
20/09/2018,1206.199951,1206.199951,1206.199951,1206.199951,1206.199951,0
21/09/2018,1196.199951,1196.199951,1196.199951,1196.199951,1196.199951,0
24/09/2018,1199.300049,1199.300049,1199.300049,1199.300049,1199.300049,0
25/09/2018,1202.099976,1202.800049,1200,1200,1200,21
26/09/2018,1194,1194,1194,1194,1194,17857
27/09/2018,1194.599976,1197.300049,1180.5,1182.300049,1182.300049,4947
28/09/2018,1181.699951,1191.900024,1180,1191.5,1191.5,404
01/10/2018,1191.599976,1191.599976,1185.800049,1187.099976,1187.099976,180
02/10/2018,1193,1206,1190.300049,1202.400024,1202.400024,451
03/10/2018,1202.599976,1202.599976,1196.599976,1198.300049,1198.300049,76
04/10/2018,1199.300049,1204.599976,1197.199951,1197.199951,1197.199951,496
05/10/2018,1197.099976,1205.300049,1196.900024,1201.199951,1201.199951,34
08/10/2018,1201,1201,1183.699951,1184.400024,1184.400024,250
09/10/2018,1185.599976,1189.099976,1185.599976,1187.199951,1187.199951,9
10/10/2018,1189.300049,1192,1189.300049,1189.300049,1189.300049,1078
11/10/2018,1198.099976,1224.599976,1196.300049,1223.5,1223.5,126
12/10/2018,1221.599976,1221.599976,1216,1218.099976,1218.099976,122
15/10/2018,1222.400024,1232.300049,1222.400024,1226.400024,1226.400024,136
16/10/2018,1227.099976,1230.5,1227.099976,1227.300049,1227.300049,426
17/10/2018,1225.900024,1225.900024,1223.699951,1223.699951,1223.699951,1
18/10/2018,1226.5,1226.5,1226.5,1226.5,1226.5,165
19/10/2018,1225.300049,1225.300049,1225.300049,1225.300049,1225.300049,55
22/10/2018,1224.5,1224.5,1219.599976,1221.199951,1221.199951,18
23/10/2018,1224.800049,1237.800049,1224.800049,1233.400024,1233.400024,33
24/10/2018,1231.599976,1231.599976,1227.800049,1227.800049,1227.800049,36
25/10/2018,1238.599976,1238.599976,1229.099976,1229.099976,1229.099976,7
26/10/2018,1234.300049,1234.800049,1232.5,1232.5,1232.5,20
29/10/2018,1224.5,1224.5,1224.5,1224.5,1224.5,214
30/10/2018,1227.699951,1227.699951,1219.800049,1222.599976,1222.599976,72
31/10/2018,1216,1216.599976,1212,1212.300049,1212.300049,121
01/11/2018,1215.400024,1236,1215.400024,1236,1236,14
02/11/2018,1233.300049,1233.300049,1230.900024,1230.900024,1230.900024,18
05/11/2018,1230.599976,1231.5,1226.699951,1229.800049,1229.800049,15
06/11/2018,1230.699951,1233.800049,1223.800049,1223.800049,1223.800049,4
07/11/2018,1228.599976,1228.599976,1226.199951,1226.199951,1226.199951,1
08/11/2018,1222.900024,1222.900024,1222.900024,1222.900024,1222.900024,2
09/11/2018,1207.900024,1207.900024,1206.400024,1206.400024,1206.400024,14
12/11/2018,1201.599976,1201.599976,1201.300049,1201.300049,1201.300049,1
13/11/2018,1196.300049,1201.300049,1196.300049,1199.199951,1199.199951,5
14/11/2018,1207.900024,1207.900024,1207.900024,1207.900024,1207.900024,0
15/11/2018,1212.800049,1212.800049,1212.800049,1212.800049,1212.800049,0
16/11/2018,1216.699951,1223.800049,1216.699951,1220.800049,1220.800049,5
19/11/2018,1223.099976,1223.099976,1223.099976,1223.099976,1223.099976,0
20/11/2018,1225.300049,1228.800049,1219,1219,1219,12
21/11/2018,1225.800049,1225.800049,1225.800049,1225.800049,1225.800049,0
23/11/2018,1224.800049,1224.800049,1221,1221,1221,1
26/11/2018,1220.199951,1222,1220.199951,1220.199951,1220.199951,2
27/11/2018,1221.900024,1222,1211.199951,1211.199951,1211.199951,5
28/11/2018,1211.5,1221.400024,1211.5,1221.400024,1221.400024,247168
29/11/2018,1221,1228.699951,1220.5,1224.099976,1224.099976,55478
30/11/2018,1224.099976,1225,1216.099976,1220.199951,1220.199951,2060
03/12/2018,1222.5,1234.099976,1221.300049,1233.900024,1233.900024,751
04/12/2018,1231,1241.400024,1230.400024,1241.099976,1241.099976,474
06/12/2018,1237.5,1244.400024,1234.800049,1238.099976,1238.099976,434
07/12/2018,1238.300049,1249.800049,1237.599976,1246.800049,1246.800049,211
10/12/2018,1249.599976,1249.599976,1241.699951,1243.699951,1243.699951,131
11/12/2018,1245.800049,1248.699951,1241.5,1241.900024,1241.900024,117
12/12/2018,1245.300049,1245.599976,1244.099976,1244.400024,1244.400024,84
13/12/2018,1243.5,1243.5,1241,1242.699951,1242.699951,194
14/12/2018,1241.699951,1241.699951,1234.099976,1237,1237,33
17/12/2018,1239.300049,1247.400024,1239.300049,1247.400024,1247.400024,10
18/12/2018,1248.199951,1249.199951,1245.599976,1249.199951,1249.199951,31
19/12/2018,1255.800049,1255.800049,1252.099976,1252.099976,1252.099976,268
20/12/2018,1243.199951,1263.599976,1243.199951,1263.599976,1263.599976,49
21/12/2018,1260.300049,1261.300049,1253.800049,1253.800049,1253.800049,96
24/12/2018,1260.300049,1268.5,1260.300049,1267.5,1267.5,27
26/12/2018,1269.300049,1277.400024,1269.199951,1269.199951,1269.199951,63
27/12/2018,1276.699951,1277.300049,1276.699951,1277.300049,1277.300049,480
28/12/2018,1273.5,1280.099976,1273.5,1279.900024,1279.900024,805
31/12/2018,1278,1281.300049,1277.599976,1278.300049,1278.300049,19
02/01/2019,1286,1286,1277.599976,1281,1281,149
03/01/2019,1286.800049,1292,1286.699951,1291.800049,1291.800049,10
04/01/2019,1294.199951,1294.199951,1275.300049,1282.699951,1282.699951,34
07/01/2019,1286.800049,1286.800049,1286.599976,1286.800049,1286.800049,2
08/01/2019,1280.5,1283.199951,1278.199951,1283.199951,1283.199951,54
09/01/2019,1279.400024,1289.300049,1279.199951,1289.300049,1289.300049,102
10/01/2019,1284.699951,1284.699951,1284.699951,1284.699951,1284.699951,0
11/01/2019,1291.199951,1291.199951,1286.300049,1287.099976,1287.099976,11
14/01/2019,1292.400024,1293.900024,1289.099976,1289.099976,1289.099976,7
15/01/2019,1290.099976,1292.699951,1286.199951,1286.199951,1286.199951,3
16/01/2019,1291.599976,1291.599976,1291.599976,1291.599976,1291.599976,2
17/01/2019,1291.599976,1292.699951,1288.5,1291,1291,10
18/01/2019,1281.300049,1281.300049,1281.300049,1281.300049,1281.300049,3
22/01/2019,1282.5,1283.300049,1282.5,1282.5,1282.5,7
23/01/2019,1281.699951,1283.900024,1278.699951,1283.099976,1283.099976,14
24/01/2019,1279.099976,1279.099976,1278.5,1279.099976,1279.099976,1
25/01/2019,1297.400024,1297.400024,1297.400024,1297.400024,1297.400024,0
28/01/2019,1300.800049,1307.099976,1298.400024,1302.400024,1302.400024,54
29/01/2019,1308.199951,1308.199951,1308.199951,1308.199951,1308.199951,213607
30/01/2019,1310.400024,1323.400024,1308.099976,1309.900024,1309.900024,54958
31/01/2019,1320,1325.400024,1316.699951,1319.699951,1319.699951,1970
01/02/2019,1320.300049,1320.699951,1315.400024,1316.900024,1316.900024,878
04/02/2019,1318.099976,1318.099976,1308.300049,1314.300049,1314.300049,675
05/02/2019,1311.099976,1315.099976,1311,1314.199951,1314.199951,362
06/02/2019,1312.5,1313.5,1305,1309.5,1309.5,358
07/02/2019,1302.900024,1310.400024,1302.199951,1309.400024,1309.400024,203
08/02/2019,1309.5,1314,1307.800049,1313.699951,1313.699951,122
11/02/2019,1313.400024,1313.400024,1304.699951,1307,1307,119
12/02/2019,1310,1312,1307.599976,1309.199951,1309.199951,109
13/02/2019,1311.599976,1316,1308.099976,1310.800049,1310.800049,143
14/02/2019,1305,1311.800049,1301.599976,1309.800049,1309.800049,858
15/02/2019,1313.599976,1318.800049,1313.599976,1318.099976,1318.099976,190
19/02/2019,1320.900024,1340.099976,1320.5,1340.099976,1340.099976,390
20/02/2019,1342.199951,1344,1338,1343.300049,1343.300049,581
21/02/2019,1331.300049,1334.900024,1320.900024,1323.5,1323.5,414
22/02/2019,1324.199951,1331.300049,1321,1329.199951,1329.199951,718
25/02/2019,1329.199951,1331.599976,1325.599976,1325.900024,1325.900024,185
26/02/2019,1323.300049,1325.5,1323.300049,1325.099976,1325.099976,939
27/02/2019,1327.699951,1327.900024,1316.5,1317.699951,1317.699951,604
28/02/2019,1321.099976,1323.699951,1311.5,1312.800049,1312.800049,141
01/03/2019,1312.199951,1312.199951,1288.900024,1296.400024,1296.400024,110
04/03/2019,1285.5,1287,1281.900024,1284.800049,1284.800049,28
05/03/2019,1287,1287,1282,1282,1282,114
06/03/2019,1287.099976,1287.099976,1282.599976,1284.900024,1284.900024,14
07/03/2019,1281,1284.599976,1281,1283.800049,1283.800049,11
08/03/2019,1292.099976,1297.400024,1291.599976,1297,1297,10
11/03/2019,1291,1291,1288.800049,1288.800049,1288.800049,9
12/03/2019,1294.699951,1296.300049,1294.699951,1296.300049,1296.300049,1
13/03/2019,1307.5,1307.5,1307.5,1307.5,1307.5,0
14/03/2019,1293.400024,1293.400024,1293.400024,1293.400024,1293.400024,1
15/03/2019,1300.900024,1304.699951,1300.5,1301.800049,1301.800049,26
18/03/2019,1297.300049,1302.199951,1297.300049,1300.300049,1300.300049,8
19/03/2019,1306.900024,1306.900024,1304.800049,1305,1305,20
20/03/2019,1300.699951,1300.699951,1300.5,1300.5,1300.5,2
21/03/2019,1306.099976,1306.099976,1306.099976,1306.099976,1306.099976,0
22/03/2019,1311.599976,1311.599976,1311.599976,1311.599976,1311.599976,0
25/03/2019,1320.699951,1322.900024,1320.699951,1321.900024,1321.900024,19
26/03/2019,1315.599976,1315.599976,1314.300049,1314.300049,1314.300049,1
27/03/2019,1309.900024,1309.900024,1309.900024,1309.900024,1309.900024,206263
28/03/2019,1308.400024,1311.099976,1287.699951,1289.800049,1289.800049,87798
29/03/2019,1289.599976,1298.5,1286.099976,1293,1293,1265
01/04/2019,1291.800049,1295.900024,1285.699951,1288.400024,1288.400024,675
02/04/2019,1286.300049,1290.900024,1284.5,1290,1290,525
03/04/2019,1291.400024,1293.099976,1287.5,1289.900024,1289.900024,172
04/04/2019,1290.599976,1292.599976,1279.5,1289,1289,269
05/04/2019,1292,1292,1283.599976,1290.400024,1290.400024,181
08/04/2019,1292.199951,1302.099976,1291.800049,1297.099976,1297.099976,63
09/04/2019,1298.5,1304.900024,1298.5,1303.5,1303.5,30
10/04/2019,1304,1309.099976,1301.5,1309.099976,1309.099976,66
11/04/2019,1307,1307.099976,1288.599976,1288.599976,1288.599976,420
12/04/2019,1293.400024,1293.400024,1289.199951,1290.599976,1290.599976,607
15/04/2019,1284.800049,1287.300049,1282.300049,1286.800049,1286.800049,523
16/04/2019,1285.199951,1285.199951,1272.199951,1272.599976,1272.599976,643
17/04/2019,1273.5,1273.5,1271.599976,1272.199951,1272.199951,308
18/04/2019,1270.800049,1273.599976,1270.099976,1271.900024,1271.900024,27
22/04/2019,1273.5,1273.5,1273.5,1273.5,1273.5,147
23/04/2019,1266.400024,1269.800049,1266,1269.300049,1269.300049,206
24/04/2019,1268.400024,1275.5,1267.800049,1275.5,1275.5,518
25/04/2019,1280.599976,1280.800049,1275.800049,1275.800049,1275.800049,95
26/04/2019,1284.900024,1284.900024,1284.900024,1284.900024,1284.900024,804
29/04/2019,1284.800049,1284.900024,1277.099976,1278.599976,1278.599976,568
30/04/2019,1281.699951,1283.300049,1280.800049,1282.800049,1282.800049,114
01/05/2019,1278.699951,1283.300049,1278.699951,1281.400024,1281.400024,70
02/05/2019,1269.199951,1270.800049,1266.599976,1269.699951,1269.699951,63
03/05/2019,1270.099976,1279.199951,1270.099976,1279.199951,1279.199951,15
06/05/2019,1282.199951,1282.199951,1280.300049,1281.699951,1281.699951,12
07/05/2019,1280.5,1283.5,1280.5,1283.5,1283.5,8
08/05/2019,1279.400024,1279.400024,1279.400024,1279.400024,1279.400024,5
09/05/2019,1278.900024,1285,1278.800049,1283.5,1283.5,38
10/05/2019,1285.400024,1286.5,1283.300049,1285.699951,1285.699951,6
13/05/2019,1286.699951,1300.099976,1281.800049,1300.099976,1300.099976,56
14/05/2019,1297.800049,1297.800049,1294.699951,1294.699951,1294.699951,6
15/05/2019,1296.900024,1296.900024,1296,1296.300049,1296.300049,55
16/05/2019,1285.199951,1285.400024,1285,1285,1285,3
17/05/2019,1280,1280,1274.5,1274.5,1274.5,1
20/05/2019,1276.099976,1276.099976,1276.099976,1276.099976,1276.099976,20
21/05/2019,1272,1272,1272,1272,1272,0
22/05/2019,1273.599976,1273.599976,1273.599976,1273.599976,1273.599976,0
23/05/2019,1284.800049,1284.800049,1284.800049,1284.800049,1284.800049,0
24/05/2019,1283,1283,1283,1283,1283,9
28/05/2019,1276.5,1276.5,1276.5,1276.5,1276.5,0
29/05/2019,1280.599976,1280.599976,1280.599976,1280.599976,1280.599976,189694
30/05/2019,1279.400024,1288.300049,1273.900024,1287.099976,1287.099976,55573
31/05/2019,1287.699951,1306.400024,1287.5,1305.800049,1305.800049,2814
03/06/2019,1307,1327.800049,1307,1322.699951,1322.699951,812
04/06/2019,1324.300049,1328.599976,1320.800049,1323.400024,1323.400024,302
05/06/2019,1328.900024,1343.300049,1326.300049,1328.300049,1328.300049,622
06/06/2019,1330.800049,1338.699951,1326.199951,1337.599976,1337.599976,161
07/06/2019,1333.099976,1347.699951,1329.800049,1341.199951,1341.199951,240
10/06/2019,1335.800049,1336.5,1324.099976,1324.699951,1324.699951,268
11/06/2019,1328.400024,1328.400024,1319.099976,1326.400024,1326.400024,201
12/06/2019,1326.900024,1334.5,1326.900024,1331.900024,1331.900024,139
13/06/2019,1331.599976,1341.099976,1331.599976,1339.199951,1339.199951,157
14/06/2019,1345.400024,1355.400024,1339.300049,1340.099976,1340.099976,914
17/06/2019,1339,1340.300049,1335,1338.699951,1338.699951,76
18/06/2019,1349.300049,1349.300049,1341.599976,1346.599976,1346.599976,29
19/06/2019,1344,1344.599976,1344,1344.599976,1344.599976,129
20/06/2019,1381.5,1392.900024,1379.5,1392.900024,1392.900024,76
21/06/2019,1406,1406,1390.300049,1396.199951,1396.199951,35
24/06/2019,1406,1420.599976,1402.099976,1414.300049,1414.300049,125
25/06/2019,1418.099976,1433.300049,1414.900024,1414.900024,1414.900024,105
26/06/2019,1407.199951,1413.300049,1405.800049,1411.599976,1411.599976,1333
27/06/2019,1407,1410.800049,1399.800049,1408.400024,1408.400024,437
28/06/2019,1408.300049,1422,1408.300049,1409.699951,1409.699951,356
01/07/2019,1386.599976,1395.800049,1382.800049,1385.599976,1385.599976,214
02/07/2019,1391.099976,1418.400024,1390.800049,1404.599976,1404.599976,38
